2025-05-27 14:44:42 | INFO     | src.utils.logging_config:setup_logging:35 - Logging configured successfully
2025-05-27 14:44:42 | INFO     | __main__:<module>:16 - Starting CalPERS Multi-Agent Assistant
2025-05-27 14:44:49 | INFO     | src.agents.conversation:_setup_models_and_embeddings:103 - Models and embeddings setup completed successfully
2025-05-27 14:44:59 | INFO     | src.agents.conversation:_setup_vector_stores_and_retrievers:135 - Vector stores and retrievers setup completed successfully
2025-05-27 14:44:59 | INFO     | src.agents.conversation:__init__:58 - Conversation manager initialized successfully
2025-05-27 14:45:03 | INFO     | src.agents.conversation:_run:29 - Results From Retriever: []
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:196 - Crew Raw Output:
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:197 - Type: <class 'crewai.crews.crew_output.CrewOutput'>
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:198 - Content: I apologize, but I don't have enough information in my knowledge base to answer your question accurately.
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:202 - Object Attributes: {'raw': "I apologize, but I don't have enough information in my knowledge base to answer your question accurately.", 'pydantic': None, 'json_dict': None, 'tasks_output': [TaskOutput(description="Help the user with their query: When will I get my first retirement check?\n                Important Instructions:\n                1. First, search the knowledge base using the search tool\n                2. If no relevant information is found, respond with 'I apologize, but I don't have enough information in my knowledge base to answer your question accurately.'\n                3. If information is found, use ONLY that information to answer the question\n                4. Always include citations from the sources you used\n                5. Do not make up or infer information that is not explicitly stated in the retrieved documents", name=None, expected_output="A detailed and accurate response to the user's query based on the available information, with proper citations.", summary='Help the user with their query: When will I get...', raw="I apologize, but I don't have enough information in my knowledge base to answer your question accurately.", pydantic=None, json_dict=None, agent='CalPERS Member Assistant', output_format=<OutputFormat.RAW: 'raw'>)], 'token_usage': UsageMetrics(total_tokens=1292, prompt_tokens=1166, cached_prompt_tokens=0, completion_tokens=126, successful_requests=2)}
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:210 - Processed query for Member: When will I get my first retirement check?
2025-05-27 14:45:05 | INFO     | src.agents.conversation:process_query:211 - Final Response: I apologize, but I don't have enough information in my knowledge base to answer your question accurately.
2025-05-27 14:45:05 | INFO     | __main__:main:135 - Processed query: When will I get my first retirement check?
