2025-05-25 22:47:29 | INFO     | src.utils.logging_config:setup_logging:35 - Logging configured successfully
2025-05-25 22:47:29 | INFO     | __main__:<module>:16 - Starting CalPERS Multi-Agent Assistant
2025-05-25 22:47:35 | INFO     | src.agents.conversation:_setup_models_and_embeddings:90 - Models and embeddings setup completed successfully
2025-05-25 22:47:42 | INFO     | src.agents.conversation:_setup_vector_stores_and_retrievers:122 - Vector stores and retrievers setup completed successfully
2025-05-25 22:47:42 | INFO     | src.agents.conversation:__init__:45 - Conversation manager initialized successfully
2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:171 - Crew Raw Output:
2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:172 - Type: <class 'crewai.crews.crew_output.CrewOutput'>
2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:173 - Content: Thought: I need to wait for the observation to provide the final answer.

2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:177 - Object Attributes: {'raw': 'Thought: I need to wait for the observation to provide the final answer.\n', 'pydantic': None, 'json_dict': None, 'tasks_output': [TaskOutput(description='Help the user with their query: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?', name=None, expected_output="A detailed and accurate response to the user's query based on the available information.", summary='Help the user with their query: Can employees who lost...', raw='Thought: I need to wait for the observation to provide the final answer.\n', pydantic=None, json_dict=None, agent='CalPERS Employer Assistant', output_format=<OutputFormat.RAW: 'raw'>)], 'token_usage': UsageMetrics(total_tokens=866, prompt_tokens=785, cached_prompt_tokens=0, completion_tokens=81, successful_requests=2)}
2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:185 - Processed query for Employer: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?
2025-05-25 22:47:48 | INFO     | src.agents.conversation:process_query:186 - Final Response: Thought: I need to wait for the observation to provide the final answer.

2025-05-25 22:47:48 | INFO     | __main__:main:135 - Processed query: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?
