2025-05-27 15:47:47 | INFO     | src.utils.logging_config:setup_logging:35 - Logging configured successfully
2025-05-27 15:47:47 | INFO     | __main__:<module>:16 - Starting CalPERS Multi-Agent Assistant
2025-05-27 15:47:52 | INFO     | src.agents.conversation:_setup_models_and_embeddings:91 - Models and embeddings setup completed successfully
2025-05-27 15:48:00 | INFO     | src.agents.conversation:_setup_vector_stores_and_retrievers:123 - Vector stores and retrievers setup completed successfully
2025-05-27 15:48:00 | INFO     | src.agents.conversation:__init__:58 - Conversation manager initialized successfully
2025-05-27 15:48:06 | INFO     | src.agents.conversation:_run:29 - Results From Retriever: [Document(metadata={'primary_key': 12}, page_content='If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?'), Document(metadata={'primary_key': 13}, page_content='The law provides appeal rights for members who are dissatisfied with a decision pertaining to health care coverage.'), Document(metadata={'primary_key': 7}, page_content='Retirement law prohibits making benefits retroactive. Benefits are applicable upon completion of an amendment to the contract only.'), Document(metadata={'primary_key': 6}, page_content='3. Can our agency add a benefit to our contract and make it retroactive to a specific date?'), Document(metadata={'primary_key': 24}, page_content='10. When is an employee election required for a contract amendment?')]
2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:184 - Crew Raw Output:
2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:185 - Type: <class 'crewai.crews.crew_output.CrewOutput'>
2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:186 - Content: Thought: Based on the observation, it appears that there is some information related to appeal processes and retroactive decisions, but it is not explicitly clear if there is an appeal process specifically for retroactive reimbursement decisions. I will need to carefully review the information to provide an accurate answer.

2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:190 - Object Attributes: {'raw': 'Thought: Based on the observation, it appears that there is some information related to appeal processes and retroactive decisions, but it is not explicitly clear if there is an appeal process specifically for retroactive reimbursement decisions. I will need to carefully review the information to provide an accurate answer.\n', 'pydantic': None, 'json_dict': None, 'tasks_output': [TaskOutput(description="Help the user with their query: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?\n                Important Instructions:\n                1. First, search the knowledge base using the search tool\n                2. If no relevant information is found, respond with 'I apologize, but I don't have enough information in my knowledge base to answer your question accurately.'\n                3. If information is found, use ONLY that information to answer the question\n                4. Always include citations from the sources you used\n                5. Do not make up or infer information that is not explicitly stated in the retrieved documents", name=None, expected_output="A detailed and accurate response to the user's query based on the available information, with proper citations.", summary='Help the user with their query: If an employee is...', raw='Thought: Based on the observation, it appears that there is some information related to appeal processes and retroactive decisions, but it is not explicitly clear if there is an appeal process specifically for retroactive reimbursement decisions. I will need to carefully review the information to provide an accurate answer.\n', pydantic=None, json_dict=None, agent='CalPERS Employer Assistant', output_format=<OutputFormat.RAW: 'raw'>)], 'token_usage': UsageMetrics(total_tokens=1537, prompt_tokens=1410, cached_prompt_tokens=0, completion_tokens=127, successful_requests=2)}
2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:198 - Processed query for Employer: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?
2025-05-27 15:48:08 | INFO     | src.agents.conversation:process_query:199 - Final Response: Thought: Based on the observation, it appears that there is some information related to appeal processes and retroactive decisions, but it is not explicitly clear if there is an appeal process specifically for retroactive reimbursement decisions. I will need to carefully review the information to provide an accurate answer.

2025-05-27 15:48:08 | INFO     | __main__:main:135 - Processed query: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?
