2025-05-27 15:26:12 | INFO     | src.utils.logging_config:setup_logging:35 - Logging configured successfully
2025-05-27 15:26:12 | INFO     | __main__:<module>:16 - Starting CalPERS Multi-Agent Assistant
2025-05-27 15:26:15 | INFO     | src.agents.conversation:_setup_models_and_embeddings:91 - Models and embeddings setup completed successfully
2025-05-27 15:26:23 | INFO     | src.agents.conversation:_setup_vector_stores_and_retrievers:123 - Vector stores and retrievers setup completed successfully
2025-05-27 15:26:23 | INFO     | src.agents.conversation:__init__:58 - Conversation manager initialized successfully
2025-05-27 15:26:27 | INFO     | src.agents.conversation:_run:29 - Results From Retriever: [Document(metadata={'primary_key': 22}, page_content='Employers shall track the hours worked by an employee serving in an out-of-class appointment and report that service to CalPERS no later than 30 days following the end'), Document(metadata={'primary_key': 1}, page_content='1. Can employees who lost their Social Security benefits pay the contributions for coverage on')]
2025-05-27 15:26:29 | INFO     | src.agents.conversation:_run:29 - Results From Retriever: [Document(metadata={'primary_key': 22}, page_content='Employers shall track the hours worked by an employee serving in an out-of-class appointment and report that service to CalPERS no later than 30 days following the end'), Document(metadata={'primary_key': 4}, page_content='2. Can optional benefits included in the contract be taken away from current employees?')]
2025-05-27 15:26:32 | INFO     | src.agents.conversation:_run:29 - Results From Retriever: [Document(metadata={'primary_key': 22}, page_content='Employers shall track the hours worked by an employee serving in an out-of-class appointment and report that service to CalPERS no later than 30 days following the end'), Document(metadata={'primary_key': 20}, page_content='UHC offers two health plan options for Medicare retirees from contracting agencies: a PPO plan with dental and vision, or a PPO plan without dental and vision. The dental and vision coverage is available to Medicare-eligible members not covered under their retirement benefits for an additional premium. For more information, see Optional Benefits for CalPERS Contracting Agencies.')]
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:184 - Crew Raw Output:
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:185 - Type: <class 'crewai.crews.crew_output.CrewOutput'>
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:186 - Content: I apologize, but I don't have enough information in my knowledge base to answer your question accurately.
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:190 - Object Attributes: {'raw': "I apologize, but I don't have enough information in my knowledge base to answer your question accurately.", 'pydantic': None, 'json_dict': None, 'tasks_output': [TaskOutput(description="Help the user with their query: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?\n                Important Instructions:\n                1. First, search the knowledge base using the search tool\n                2. If no relevant information is found, respond with 'I apologize, but I don't have enough information in my knowledge base to answer your question accurately.'\n                3. If information is found, use ONLY that information to answer the question\n                4. Always include citations from the sources you used\n                5. Do not make up or infer information that is not explicitly stated in the retrieved documents", name=None, expected_output="A detailed and accurate response to the user's query based on the available information, with proper citations.", summary='Help the user with their query: Can employees who lost...', raw="I apologize, but I don't have enough information in my knowledge base to answer your question accurately.", pydantic=None, json_dict=None, agent='CalPERS Employer Assistant', output_format=<OutputFormat.RAW: 'raw'>)], 'token_usage': UsageMetrics(total_tokens=6533, prompt_tokens=6287, cached_prompt_tokens=0, completion_tokens=246, successful_requests=5)}
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:198 - Processed query for Employer: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?
2025-05-27 15:26:35 | INFO     | src.agents.conversation:process_query:199 - Final Response: I apologize, but I don't have enough information in my knowledge base to answer your question accurately.
2025-05-27 15:26:35 | INFO     | __main__:main:135 - Processed query: Can employees who lost their Social Security benefits pay the contributions for coverage on their own?
