2025-05-27 14:28:11 | INFO     | src.utils.logging_config:setup_logging:35 - Logging configured successfully
2025-05-27 14:28:11 | INFO     | __main__:<module>:16 - Starting CalPERS Multi-Agent Assistant
2025-05-27 14:28:18 | INFO     | src.agents.conversation:_setup_models_and_embeddings:90 - Models and embeddings setup completed successfully
2025-05-27 14:28:27 | INFO     | src.agents.conversation:_setup_vector_stores_and_retrievers:122 - Vector stores and retrievers setup completed successfully
2025-05-27 14:28:27 | INFO     | src.agents.conversation:__init__:45 - Conversation manager initialized successfully
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:171 - Crew Raw Output:
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:172 - Type: <class 'crewai.crews.crew_output.CrewOutput'>
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:173 - Content: If an employee is dissatisfied with a retroactive reimbursement decision, they can file an appeal with CalPERS. The appeal process typically involves submitting a written request for reconsideration, which should include the employee's name, identification number, and a clear explanation of the reason for the appeal. The employee should also provide any relevant documentation to support their claim. The written appeal should be sent to the CalPERS address, and the employee should keep a copy of the appeal request for their records. CalPERS will review the appeal and may request additional information or documentation to support the employee's claim. The appeal process may take several weeks to several months to complete, and the employee will be notified in writing of the outcome of their appeal. If the decision is still unfavorable, they may be able to further appeal to an administrative law judge or other higher authority.
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:177 - Object Attributes: {'raw': "If an employee is dissatisfied with a retroactive reimbursement decision, they can file an appeal with CalPERS. The appeal process typically involves submitting a written request for reconsideration, which should include the employee's name, identification number, and a clear explanation of the reason for the appeal. The employee should also provide any relevant documentation to support their claim. The written appeal should be sent to the CalPERS address, and the employee should keep a copy of the appeal request for their records. CalPERS will review the appeal and may request additional information or documentation to support the employee's claim. The appeal process may take several weeks to several months to complete, and the employee will be notified in writing of the outcome of their appeal. If the decision is still unfavorable, they may be able to further appeal to an administrative law judge or other higher authority.", 'pydantic': None, 'json_dict': None, 'tasks_output': [TaskOutput(description='Help the user with their query: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?', name=None, expected_output="A detailed and accurate response to the user's query based on the available information.", summary='Help the user with their query: If an employee is...', raw="If an employee is dissatisfied with a retroactive reimbursement decision, they can file an appeal with CalPERS. The appeal process typically involves submitting a written request for reconsideration, which should include the employee's name, identification number, and a clear explanation of the reason for the appeal. The employee should also provide any relevant documentation to support their claim. The written appeal should be sent to the CalPERS address, and the employee should keep a copy of the appeal request for their records. CalPERS will review the appeal and may request additional information or documentation to support the employee's claim. The appeal process may take several weeks to several months to complete, and the employee will be notified in writing of the outcome of their appeal. If the decision is still unfavorable, they may be able to further appeal to an administrative law judge or other higher authority.", pydantic=None, json_dict=None, agent='CalPERS Member Assistant', output_format=<OutputFormat.RAW: 'raw'>)], 'token_usage': UsageMetrics(total_tokens=1809, prompt_tokens=1282, cached_prompt_tokens=0, completion_tokens=527, successful_requests=3)}
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:185 - Processed query for Member: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?
2025-05-27 14:28:44 | INFO     | src.agents.conversation:process_query:186 - Final Response: If an employee is dissatisfied with a retroactive reimbursement decision, they can file an appeal with CalPERS. The appeal process typically involves submitting a written request for reconsideration, which should include the employee's name, identification number, and a clear explanation of the reason for the appeal. The employee should also provide any relevant documentation to support their claim. The written appeal should be sent to the CalPERS address, and the employee should keep a copy of the appeal request for their records. CalPERS will review the appeal and may request additional information or documentation to support the employee's claim. The appeal process may take several weeks to several months to complete, and the employee will be notified in writing of the outcome of their appeal. If the decision is still unfavorable, they may be able to further appeal to an administrative law judge or other higher authority.
2025-05-27 14:28:44 | INFO     | __main__:main:135 - Processed query: If an employee is dissatisfied with a retroactive reimbursement decision, is there an appeal process?
